clues,sub_abreviacion,tip_abreviacion,nombre_unidad,en_operacion,id_entidad_federativa,tipo_unidad,institucion
GRIMB001856,99,A,R-01 AGUA ZARCA,1,12,1,IMB
GRIMB001861,99,A,R-01 ARCELIA DEL PROGRESO,1,12,1,IMB
GRIMB001873,99,A,R-01 BARRA DE TECOANAPA,1,12,1,IMB
GRIMB001885,99,A,R-01 HUEHUETAN,1,12,1,IMB
GRIMB001890,99,E,R-02 JUCHITAN,1,12,1,IMB
GRIMB001902,99,D,R-01 MARQUELIA,1,12,1,IMB
GRIMB001914,99,A,R-01 QUETZALAPA,1,12,1,IMB
GRIMB001926,99,A,R-01 ZOYATLÁN,1,12,1,IMB
GRIMB001931,99,A,R-01 LA PELOTA,1,12,1,IMB
GRIMB001943,99,E,R-01 SAN JERONIMO DE JUÁREZ,1,12,1,IMB
GRIMB001955,99,A,R-01 ARENAL DE ALVAREZ,1,12,1,IMB
GRIMB001960,99,A,R-01 ARENAL DE GÓMEZ,1,12,1,IMB
GRIMB001972,99,A,R-01 ARENAL DEL CENTRO,1,12,1,IMB
GRIMB001984,99,A,R-01 HACIENDA DE CABA%AS,1,12,1,IMB
GRIMB001996,99,A,R-01 TUNAS LAS,1,12,1,IMB
GRIMB002001,99,A,R-01 COXCATLAN,1,12,1,IMB
GRIMB002013,99,A,R-01 SANTA FE TEPETLAPA,1,12,1,IMB
GRIMB002025,99,A,R-01 ZACAPALCO,1,12,1,IMB
GRIMB002030,99,N,HOSPITAL BÁSICO COMUNITARIO COAHUAYUTLA DE GUERRERO,1,12,2,IMB
GRIMB002042,99,A,R-01 EL PUERTO DEL CARRIZO,1,12,1,IMB
GRIMB002054,99,A,R-01 COLMENEROS,1,12,1,IMB
GRIMB002066,99,A,R-01 GALEANA DE ABAJO,1,12,1,IMB
GRIMB002071,99,A,R-01 NUEVA CUADRILLA,1,12,1,IMB
GRIMB002083,99,A,R-01 PASO DE VACAS Y PAROTITA,1,12,1,IMB
GRIMB002095,99,A,R-01 PLATANILLO,1,12,1,IMB
GRIMB002100,99,A,R-01 CUAUHTÉMOC JAZMIN,1,12,1,IMB
GRIMB002112,99,E,R-02 COCULA,1,12,1,IMB
GRIMB002124,99,D,R-01 APIPILULCO,1,12,1,IMB
GRIMB002136,99,A,R-01 ATZCALA,1,12,1,IMB
GRIMB002141,99,A,R-01 TLANIPATLAN,1,12,1,IMB
GRIMB002153,99,A,R-01 XONACATLA,1,12,1,IMB
GRIMB002165,99,A,R-01 NUEVO BALSAS,1,12,1,IMB
GRIMB002170,99,N,HOSPITAL BÁSICO COMUNITARIO COPALA,1,12,2,IMB
GRIMB002182,99,A,R-01 ATRIXCO,1,12,1,IMB
GRIMB002194,99,A,R-01 COL JUAN N. ALVAREZ (P.VENTUR,1,12,1,IMB
GRIMB002206,99,A,R-01 LAS SALINAS,1,12,1,IMB
GRIMB002211,99,A,R-01 LAS PENAS,1,12,1,IMB
GRIMB002223,99,E,R-02 COPALILLO,1,12,1,IMB
GRIMB002235,99,A,R-01 CHIMALACACINGO,1,12,1,IMB
GRIMB002240,99,A,R-01 OZTUTLA,1,12,1,IMB
GRIMB002252,99,A,R-01 PAPALUTLA,1,12,1,IMB
GRIMB002264,99,A,R-01 TLALCOZOTITLAN,1,12,1,IMB
GRIMB002276,99,A,R-01 ZICAPA,1,12,1,IMB
GRIMB002281,99,E,CENTRO DE SALUD COPANATOYAC,1,12,1,IMB
GRIMB002293,99,A,R-01 CACAHUATEPEC,1,12,1,IMB
GRIMB002305,99,A,R-01 CONCEPCIÓN LA,1,12,1,IMB
GRIMB002310,99,A,R-01 OCOTEQUILA,1,12,1,IMB
GRIMB002322,99,A,R-01 OCOAPA,1,12,1,IMB
GRIMB002334,99,A,R-01 OZTOCINGO,1,12,1,IMB
GRIMB002346,99,A,R-01 PATLICHA,1,12,1,IMB
GRIMB002351,99,A,CENTRO DE SALUD POTOICHAN,1,12,1,IMB
GRIMB002363,99,A,R-01 SAN VICENTE AMOLE,1,12,1,IMB
GRIMB002375,99,A,R-01 TLALQUETZALAPA,1,12,1,IMB
GRIMB002380,99,A,R-01 YELOTEPEC,1,12,1,IMB
GRIMB002392,99,A,R-01 SANTA CRUZ,1,12,1,IMB
GRIMB002404,99,A,R-01 XITOMATLA,1,12,1,IMB
GRIMB002416,99,F,R-03 COYUCA DE BENITEZ,1,12,1,IMB
GRIMB002421,99,A,R-01 AGUAS BLANCAS,1,12,1,IMB
GRIMB002433,99,E,R-02 BAJOS DEL EJIDO,1,12,1,IMB
GRIMB002445,99,A,R-01 BARRA DE COYUCA,1,12,1,IMB
GRIMB002450,99,A,R-01 EL CAYACO,1,12,1,IMB
GRIMB002462,99,A,R-01 COMPUERTAS,1,12,1,IMB
GRIMB002474,99,A,R-01 CONCHERO EL,1,12,1,IMB
GRIMB002486,99,A,R-01 EJIDO VIEJO,1,12,1,IMB
GRIMB002491,99,B,CENTRO DE SALUD EL EMBARCADERO,1,12,1,IMB
GRIMB002503,99,A,R-01 ESPINALILLO EL,1,12,1,IMB
GRIMB002515,99,A,R-01 LOMAS LAS,1,12,1,IMB
GRIMB002520,99,A,R-01 LOS MOGOTES,1,12,1,IMB
GRIMB002532,99,A,R-01 OCOTILLO,1,12,1,IMB
GRIMB002544,99,A,R-01 PAPAYO EL,1,12,1,IMB
GRIMB002556,99,A,R-01 PLATANILLO,1,12,1,IMB
GRIMB002561,99,A,R-01 PUEBLO VIEJO,1,12,1,IMB
GRIMB002573,99,A,R-01 SAN SALVADOR DE LAS POZAS,1,12,1,IMB
GRIMB002585,99,A,R-01 SANTA ROSA DE LIMA,1,12,1,IMB
GRIMB002590,99,E,R-01 TEPETIXTLA,1,12,1,IMB
GRIMB002602,99,A,R-01 TERRERO EL,1,12,1,IMB
GRIMB002614,99,E,R-01 TIXTLANCINGO,1,12,1,IMB
GRIMB002626,99,A,R-01 VALLE DEL RÍO,1,12,1,IMB
GRIMB002631,99,A,R-01 YERBASANTITA,1,12,1,IMB
GRIMB002643,99,A,R-01 YETLA,1,12,1,IMB
GRIMB002655,99,E,R-03 COYUCA DE CATALAN,1,12,1,IMB
GRIMB002660,99,E,R-02 AMUCO DE LA REFORMA,1,12,1,IMB
GRIMB002672,99,A,R-01 ANONAS GRANDES,1,12,1,IMB
GRIMB002684,99,A,R-01 CRUCES LAS,1,12,1,IMB
GRIMB002696,99,A,"R-01 DURAZNO, EL",1,12,1,IMB
GRIMB002701,99,A,R-01 JABALI EL,1,12,1,IMB
GRIMB002713,99,A,R-01 IDOLO EL,1,12,1,IMB
GRIMB002725,99,B,R-02 PASO DE LA ARENA,1,12,1,IMB
GRIMB002730,99,B,R-02 PLACERES DEL ORO,1,12,1,IMB
GRIMB002742,99,A,SAN ANTONIO DE LAS TEXAS,1,12,1,IMB
GRIMB002754,99,A,R-01 SAN JOSÉ LAS QUESERIAS,1,12,1,IMB
GRIMB002766,99,A,R-01 SAN JUAN DE LA CRUZ,1,12,1,IMB
GRIMB002771,99,A,R-01 SANTA TERESA,1,12,1,IMB
GRIMB002783,99,A,R-01 SANTO DOMINGO,1,12,1,IMB
GRIMB002800,99,A,R-01 TEPEHUAJE,1,12,1,IMB
GRIMB002812,99,N,HOSPITAL BÁSICO COMUNITARIO CUAJINICUILAPA,1,12,2,IMB
GRIMB002824,99,A,R-01 MALDONADO,1,12,1,IMB
GRIMB002836,99,A,R-01 MONTECILLOS,1,12,1,IMB
GRIMB002841,99,A,R-01 PUNTA MALDONADO,1,12,1,IMB
GRIMB002853,99,A,R-01 QUIZA EL,1,12,1,IMB
GRIMB002865,99,D,R-01 SAN NICOLÁS,1,12,1,IMB
GRIMB002870,99,A,R-01 TIERRA COLORADA,1,12,1,IMB
GRIMB002882,99,F,CENTRO DE SALUD CUALAC,1,12,1,IMB
GRIMB002894,99,A,R-01 CUATLACO,1,12,1,IMB
GRIMB002906,99,A,R-01 CUAULOTE,1,12,1,IMB
GRIMB002911,99,A,R-01 CHIAUCINGO,1,12,1,IMB
GRIMB002923,99,A,R-01 SAN MARTÍN JOLALPAN,1,12,1,IMB
GRIMB002935,99,A,R-01 TLALAPA,1,12,1,IMB
GRIMB002940,99,A,R-01 ZOOTOLO,1,12,1,IMB
GRIMB002952,99,E,CENTRO DE SALUD CUAUTEPEC,1,12,1,IMB
GRIMB002964,99,A,R-01 COACOYULICHAN,1,12,1,IMB
GRIMB002976,99,A,R-01 COQUILLO EL,1,12,1,IMB
GRIMB002981,99,A,R-01 JALAPA,1,12,1,IMB
GRIMB002993,99,A,R-01 PABELLON EL,1,12,1,IMB
GRIMB003005,99,E,R-02 CUETZALA DEL PROGRESO,1,12,1,IMB
GRIMB003010,99,A,R-01 AHUAXOTITLA,1,12,1,IMB
GRIMB003022,99,A,R-01 APETLANCA,1,12,1,IMB
GRIMB003034,99,A,R-01 CHILACACHAPA,1,12,1,IMB
GRIMB003046,99,A,R-01 TIANQUIZOLCO II,1,12,1,IMB
GRIMB003051,99,A,R-01 TLACAQUIPA,1,12,1,IMB
GRIMB003063,99,E,R-02 CUTZAMALA DE PINZON,1,12,1,IMB
GRIMB003075,99,A,R-01 ARROYO GRANDE,1,12,1,IMB
GRIMB003080,99,A,R-01 ORILLA DE BALDERRAMA,1,12,1,IMB
GRIMB003092,99,A,R-01 CUADRILLA NUEVA,1,12,1,IMB
GRIMB003104,99,A,R-01 CUATACEO,1,12,1,IMB
GRIMB003116,99,A,R-01 IXTAPILLA,1,12,1,IMB
GRIMB003121,99,A,R-01 NUEVO GALEANA,1,12,1,IMB
GRIMB003133,99,A,R-01 EL SALITRE,1,12,1,IMB
GRIMB003145,99,A,R-01 TAMACUARO,1,12,1,IMB
GRIMB003150,99,A,R-01 ZACAPUATO,1,12,1,IMB
GRIMB003162,99,A,R-01 LOMA BONITA,1,12,1,IMB
GRIMB003174,99,A,LA PLAYA Y ANEXOS,1,12,1,IMB
GRIMB003186,99,A,R-01 ACALCO,1,12,1,IMB
GRIMB003191,99,E,R-02 ACATLÁN,1,12,1,IMB
GRIMB003203,99,A,R-01 AHUEXOTITLAN,1,12,1,IMB
GRIMB003215,99,A,R-01 AHUIXTLA,1,12,1,IMB
GRIMB003220,99,A,R-01 AMILTEPEC,1,12,1,IMB
GRIMB003232,99,D,R-01 AYAHUALULCO,1,12,1,IMB
GRIMB003244,99,F,CENTRO DE SALUD HUEYCANTENANGO,1,12,1,IMB
GRIMB003256,99,B,R-01 IXCATLA,1,12,1,IMB
GRIMB003261,99,A,R-01 MEZCALTEPEC I ( DE BELLAVIST,1,12,1,IMB
GRIMB003285,99,B,R-01 PANTITLAN,1,12,1,IMB
GRIMB003290,99,B,R-02 REFUGIO EL,1,12,1,IMB
GRIMB003302,99,A,R-01 SANTA CATARINA,1,12,1,IMB
GRIMB003314,99,B,R-02 TEPOZCUAUTLA,1,12,1,IMB
GRIMB003326,99,A,R-01 TLACHIMALTEPEC,1,12,1,IMB
GRIMB003331,99,A,R-01 TLAMIXTLÁHUACAN,1,12,1,IMB
GRIMB003343,99,A,R-01 TLAXINGA,1,12,1,IMB
GRIMB003355,99,A,R-02 XICOTLAN,1,12,1,IMB
GRIMB003360,99,A,R-01 ZELOCOTITLAN,1,12,1,IMB
GRIMB003372,99,A,R-01 ZIZICAZAPA,1,12,1,IMB
GRIMB003384,99,A,R-01 AJACAYAN OTE. (TOMACTILICAN),1,12,1,IMB
GRIMB003396,99,G,U-02 COL. UNIVERSAL,1,12,1,IMB
GRIMB003401,99,F,U-02 COL.IGNACIO M.ALTAMIRANO,1,12,1,IMB
GRIMB003413,99,E,U-02 GUERRERO 200,1,12,1,IMB
GRIMB003425,99,E,U-02 COL. LAS PALMAS,1,12,1,IMB
GRIMB003430,99,F,U-03 COL.BELLA VISTA,1,12,1,IMB
GRIMB003442,99,F,U-03 COL.CNOP,1,12,1,IMB
GRIMB003454,99,F,U-03 COL.SAN MIGUELITO,1,12,1,IMB
GRIMB003466,99,F,U-03 COL. DEL P.R.I.,1,12,1,IMB
GRIMB003471,99,F,U-03 COL.SAN JUAN,1,12,1,IMB
GRIMB003483,99,K,U-04 ALAMEDA,1,12,1,IMB
GRIMB003495,99,G,U-04 COL.INDECO,1,12,1,IMB
GRIMB003500,99,A,R-01 ACAHUIZOTLA,1,12,1,IMB
GRIMB003512,99,A,R-01 AMOJILECA,1,12,1,IMB
GRIMB003524,99,A,R-01 CUACOYULILLO,1,12,1,IMB
GRIMB003536,99,A,R-01 INTZCUINATOYAC,1,12,1,IMB
GRIMB003541,99,D,R-01 JALEACA DE CATALAN,1,12,1,IMB
GRIMB003553,99,B,R-01 JULIÁN BLANCO,1,12,1,IMB
GRIMB003565,99,A,R-01 PALO BLANCO,1,12,1,IMB
GRIMB003570,99,A,R-01 SAN CRISTÓBAL,1,12,1,IMB
GRIMB003582,99,A,R-01 SANTA BÁRBARA,1,12,1,IMB
GRIMB003594,99,A,R-01 SAN VICENTE,1,12,1,IMB
GRIMB003606,99,A,R-01 TLAHUIZAPA,1,12,1,IMB
GRIMB003611,99,A,R-01 ZOYATEPEC,1,12,1,IMB
GRIMB003623,99,A,R-01 COL. GENERAL HELIODORO CASTIL,1,12,1,IMB
GRIMB003635,99,I,CENTRO DE SALUD CRUZ GRANDE,1,12,1,IMB
GRIMB003640,99,A,R-01 CUATRO BANCOS,1,12,1,IMB
GRIMB003652,99,A,R-01 PICO DEL MONTE,1,12,1,IMB
GRIMB003664,99,F,CENTRO DE SALUD ACAPETLAHUAYA,1,12,1,IMB
GRIMB003676,99,A,R-01 IXTEPEC DE SAN SIMON,1,12,1,IMB
GRIMB003681,99,A,R-01 LIDICE,1,12,1,IMB
GRIMB003693,99,A,R-01 TIANQUIZOLCO I,1,12,1,IMB
GRIMB003705,99,N,HOSPITAL BÁSICO COMUNITARIO TLACOTEPEC,1,12,2,IMB
GRIMB003710,99,A,R-01 ACATLÁN DEL RÍO,1,12,1,IMB
GRIMB003722,99,A,R-01 CAMPO MORADO,1,12,1,IMB
GRIMB003746,99,A,R-01 CIÉNEGA LA,1,12,1,IMB
GRIMB003751,99,A,R-01 HOYOS LOS,1,12,1,IMB
GRIMB003763,99,A,R-01 HUAUTLA,1,12,1,IMB
GRIMB003775,99,A,R-01 HUERTA VIEJA,1,12,1,IMB
GRIMB003780,99,A,R-01 IZOTEPEC,1,12,1,IMB
GRIMB003792,99,A,R-01 PUEBLO VIEJO,1,12,1,IMB
GRIMB003804,99,A,R-01 TETELA DEL RÍO,1,12,1,IMB
GRIMB003816,99,A,R-01 LA VENTA,1,12,1,IMB
GRIMB003821,99,A,R-01 VERDE RICO,1,12,1,IMB
GRIMB003833,99,A,R-01 VILLA XOCHITL,1,12,1,IMB
GRIMB003845,99,A,R-01 MARGARITAS LAS,1,12,1,IMB
GRIMB003850,99,A,R-01 LIMONCITO,1,12,1,IMB
GRIMB003862,99,A,R-01 PUERTO COLORADO,1,12,1,IMB
GRIMB003874,99,A,R-01 CONHUAXO,1,12,1,IMB
GRIMB003886,99,A,R-01 COYAHUALCO,1,12,1,IMB
GRIMB003891,99,A,R-01 JILOTEPEC,1,12,1,IMB
GRIMB003903,99,A,R-01 SAN PEDRO AYTEC,1,12,1,IMB
GRIMB003915,99,A,R-01 SANTA CRUZ,1,12,1,IMB
GRIMB003920,99,A,R-01 TEPETLAPA,1,12,1,IMB
GRIMB003932,99,A,R-01 TLALQUETZALA,1,12,1,IMB
GRIMB003944,99,A,R-01 TLAQUILTEPEC,1,12,1,IMB
GRIMB003956,99,A,R-01 TOTOLAPA,1,12,1,IMB
GRIMB003961,99,M,HOSPITAL GENERAL DE HUITZUCO,1,12,2,IMB
GRIMB003973,99,H,R-03 CD. HUITZUCO,1,12,1,IMB
GRIMB003985,99,A,R-01 CACAHUANANCHE,1,12,1,IMB
GRIMB003990,99,A,R-01 LAGUNILLAS,1,12,1,IMB
GRIMB004002,99,A,R-01 PASO MORELOS,1,12,1,IMB
GRIMB004014,99,A,R-01 POLOLCINGO,1,12,1,IMB
GRIMB004026,99,A,R-01 QUETZALAPA,1,12,1,IMB
GRIMB004031,99,A,R-01 SAN FRANCISCO OZOMATLAN,1,12,1,IMB
GRIMB004043,99,A,R-01 SAN MIGUEL LAS PALMAS,1,12,1,IMB
GRIMB004055,99,A,R-01 TECOACUILCO,1,12,1,IMB
GRIMB004060,99,A,R-01 TLAPALA,1,12,1,IMB
GRIMB004072,99,D,R-01 TLAXMALAC,1,12,1,IMB
GRIMB004084,99,D,R-01 TULIMAN,1,12,1,IMB
GRIMB004096,99,M,DR. JORGE SOBERON ACEVEDO,1,12,2,IMB
GRIMB004101,99,D,U-01 COL. SAN JOSÉ,1,12,1,IMB
GRIMB004113,99,G,U-01 COL. VILLA DE GUADALUPE,1,12,1,IMB
GRIMB004125,99,D,U-01 COL. ACATEMPAN,1,12,1,IMB
GRIMB004130,99,G,U-01 COL. DANIEL MURAYAMA,1,12,1,IMB
GRIMB004142,99,D,U-01 COL. CNOP,1,12,1,IMB
GRIMB004154,99,E,U-02 COL. INSURGENTES,1,12,1,IMB
GRIMB004166,99,D,R-01 COACOYULA DE ALVAREZ,1,12,1,IMB
GRIMB004171,99,A,R-01 METLAPA,1,12,1,IMB
GRIMB004183,99,A,R-01 NARANJO EL,1,12,1,IMB
GRIMB004195,99,D,R-01 SANTA TERESA,1,12,1,IMB
GRIMB004200,99,A,R-01 TUXPAN,1,12,1,IMB
GRIMB004212,99,A,R-01 ZACACOYUCA,1,12,1,IMB
GRIMB004224,99,D,R-01 IGUALAPA,1,12,1,IMB
GRIMB004236,99,A,R-01 ACALMANI,1,12,1,IMB
GRIMB004241,99,A,R-01 CHACALAPA,1,12,1,IMB
GRIMB004253,99,A,LA REFORMA,1,12,1,IMB
GRIMB004265,99,A,R-01 SAN JUAN DE LOS LLANOS,1,12,1,IMB
GRIMB004270,99,E,R-02 IXCATEOPAN DE CUAUHTÉMOC,1,12,1,IMB
GRIMB004282,99,A,R-01 SAN MARTÍN PACHIVIA,1,12,1,IMB
GRIMB004294,99,A,R-01 SIMATEL,1,12,1,IMB
GRIMB004306,99,A,R-01 TEUCIZAPA,1,12,1,IMB
GRIMB004311,99,M,DR. BERNARDO SEPULVEDA GUTIÉRREZ,1,12,2,IMB
GRIMB004323,99,S,CENTRO DE SALUD EL EMBALSE,1,12,1,IMB
GRIMB004335,99,A,R-01 ACHOTES,1,12,1,IMB
GRIMB004340,99,A,R-01 ALMENDROS,1,12,1,IMB
GRIMB004352,99,A,R-01 BARRÍO NUEVO,1,12,1,IMB
GRIMB004364,99,E,R-01 BARRÍO VIEJO (SAN JOSÉ IXTAPA),1,12,1,IMB
GRIMB004376,99,A,R-01 CALABAZITO EL,1,12,1,IMB
GRIMB004381,99,E,CENTRO DE SALUD EL COACOYUL,1,12,1,IMB
GRIMB004393,99,A,R-01 LAJA LA,1,12,1,IMB
GRIMB004405,99,A,R-01 LAS OLLAS,1,12,1,IMB
GRIMB004410,99,E,R-01 PANTLA,1,12,1,IMB
GRIMB004422,99,A,R-01 PAROTA LA,1,12,1,IMB
GRIMB004434,99,A,R-01 REAL DE GUADALUPE,1,12,1,IMB
GRIMB004446,99,B,R-01 VALLECITOS DE ZARAGOZA,1,12,1,IMB
GRIMB004451,99,A,UAS SALITRERA,1,12,1,IMB
GRIMB004463,99,A,R-01 AEROPUERTO,1,12,1,IMB
GRIMB004475,99,A,R-01 BUENA VISTA,1,12,1,IMB
GRIMB004480,99,A,R-01 PALMA LA,1,12,1,IMB
GRIMB004492,99,A,R-01 EL PUENTE,1,12,1,IMB
GRIMB004504,99,A,R-01 TABACAL EL,1,12,1,IMB
GRIMB004516,99,A,R-01 TERRERO EL,1,12,1,IMB
GRIMB004521,99,A,R-01 TLAYOLAPA,1,12,1,IMB
GRIMB004533,99,A,R-01 SAN JUAN DEL REPARO NTE.GRO,1,12,1,IMB
GRIMB004545,99,D,R-02 CHICHIHUALCO ALAMEDA,1,12,1,IMB
GRIMB004550,99,A,R-01 CORRAL DE PIEDRA,1,12,1,IMB
GRIMB004562,99,N,HOSPITAL BÁSICO COMUNITARIO FILO DE CABALLOS,1,12,2,IMB
GRIMB004574,99,N,HOSPITAL BÁSICO COMUNITARIO MALINALTEPEC,1,12,2,IMB
GRIMB004586,99,A,R-01 ALACATLAZALA,1,12,1,IMB
GRIMB004591,99,A,R-01 ARROYO SAN PEDRO,1,12,1,IMB
GRIMB004603,99,A,R-01 COLOMBIA DE GUADALUPE,1,12,1,IMB
GRIMB004615,99,A,R-01 CRUZTOMAHUAC,1,12,1,IMB
GRIMB004620,99,A,R-01 CUATZOQUITENGO,1,12,1,IMB
GRIMB004632,99,D,R-01 ILIATENCO,1,12,1,IMB
GRIMB004644,99,A,R-01 MONTE ALEGRE,1,12,1,IMB
GRIMB004656,99,A,R-01 MOYOTEPEC DE JUÁREZ,1,12,1,IMB
GRIMB004661,99,A,R-01 OJO DE AGUA,1,12,1,IMB
GRIMB004673,99,A,R-01 PARAJE MONTERO,1,12,1,IMB
GRIMB004685,99,A,R-01 RANCHO VIEJO,1,12,1,IMB
GRIMB004690,99,A,R-01 RINCÓN EL,1,12,1,IMB
GRIMB004702,99,A,R-01 COL. SAN MATEO,1,12,1,IMB
GRIMB004714,99,A,R-01 SAN MIGUEL EL PROGRESO,1,12,1,IMB
GRIMB004726,99,A,R-01 TAPAYOLTEPEC,1,12,1,IMB
GRIMB004731,99,A,R-01 EL TEJOCOTE,1,12,1,IMB
GRIMB004743,99,A,R-01 TIERRA COLORADA,1,12,1,IMB
GRIMB004755,99,A,R-01 TILAPA,1,12,1,IMB
GRIMB004760,99,A,R-01 EL ASERRADERO,1,12,1,IMB
GRIMB004772,99,A,R-01 CAÑADA DE ALCHIPAHUAC,1,12,1,IMB
GRIMB004784,99,E,R-02 APANGO,1,12,1,IMB
GRIMB004796,99,A,R-01 AIXCUALCO,1,12,1,IMB
GRIMB004801,99,A,R-01 AHUEXOTITLAN,1,12,1,IMB
GRIMB004813,99,A,R-01 ANALCO,1,12,1,IMB
GRIMB004825,99,A,LA ESPERANZA II,1,12,1,IMB
GRIMB004830,99,A,R-01 HUEYTLALPAN,1,12,1,IMB
GRIMB004842,99,A,R-01 SAN AGUSTÍN OSTOTIPAN,1,12,1,IMB
GRIMB004854,99,A,R-01 SAN JUAN TOTOLCINTLA,1,12,1,IMB
GRIMB004866,99,A,R-01 SAN MARCOS OACATZINGO,1,12,1,IMB
GRIMB004871,99,A,R-01 TULA DEL RÍO,1,12,1,IMB
GRIMB004883,99,A,R-01 ZOTOLTITLAN,1,12,1,IMB
GRIMB004895,99,G,CENTRO DE SALUD METLATONOC,1,12,1,IMB
GRIMB004900,99,A,R-01 ARROYO PRIETO,1,12,1,IMB
GRIMB004912,99,A,R-01 ATZOMPA,1,12,1,IMB
GRIMB004924,99,A,R-01 COCUILOTLATZALA,1,12,1,IMB
GRIMB004936,99,F,CENTRO DE SALUD COCHOAPA EL GRANDE,1,12,1,IMB
GRIMB004941,99,A,R-01 COYUL EL,1,12,1,IMB
GRIMB004953,99,A,R-01 CHILIXTLÁHUACA,1,12,1,IMB
GRIMB004965,99,A,R-01 SAN JUAN HUEXOAPA,1,12,1,IMB
GRIMB004970,99,A,R-01 SAN JUAN PUERTO MONTAÑA,1,12,1,IMB
GRIMB004982,99,A,R-01 SAN RAFAEL,1,12,1,IMB
GRIMB004994,99,A,R-01 VICENTE GUERRERO,1,12,1,IMB
GRIMB005006,99,A,R-01 ZITLALTEPEC,1,12,1,IMB
GRIMB005011,99,A,R-01 ITHIA-ZUTI,1,12,1,IMB
GRIMB005023,99,G,R-03 MOCHITLAN,1,12,1,IMB
GRIMB005035,99,A,CENTRO DE SALUD COAXTLÁHUACAN,1,12,1,IMB
GRIMB005040,99,A,R-01 SALADO EL,1,12,1,IMB
GRIMB005064,99,A,R-01 AMATLICHA,1,12,1,IMB
GRIMB005076,99,A,R-01 SAN ANTONIO COYAHUACAN,1,12,1,IMB
GRIMB005081,99,A,R-01 TECOLAPA,1,12,1,IMB
GRIMB005093,99,A,R-01 TEHUAXTITLAN,1,12,1,IMB
GRIMB005105,99,E,R-02 TEMALACACINGO,1,12,1,IMB
GRIMB005110,99,A,R-01 TETICIC,1,12,1,IMB
GRIMB005122,99,A,R-01 XIXILA,1,12,1,IMB
GRIMB005134,99,A,R-01 ZONTECOMATLAN,1,12,1,IMB
GRIMB005146,99,A,R-01 ZUMPANGO,1,12,1,IMB
GRIMB005151,99,A,R-01 JUNTAS LAS,1,12,1,IMB
GRIMB005163,99,M,HOSPITAL GENERAL OMETEPEC,1,12,2,IMB
GRIMB005175,99,F,OMETEPEC,1,12,1,IMB
GRIMB005180,99,E,CENTRO DE SALUD ACATEPEC,1,12,1,IMB
GRIMB005192,99,E,CENTRO DE SALUD COCHOAPA,1,12,1,IMB
GRIMB005204,99,A,R-01 LA GUADALUPE,1,12,1,IMB
GRIMB005216,99,A,R-01 HUAJINTEPEC,1,12,1,IMB
GRIMB005221,99,E,CENTRO DE SALUD HUIXTEPEC,1,12,1,IMB
GRIMB005233,99,A,R-01 IGUANAS LAS,1,12,1,IMB
GRIMB005245,99,A,R-01 SANTA MARÍA ASUNCIÓN,1,12,1,IMB
GRIMB005250,99,A,R-01 TIERRA BLANCA,1,12,1,IMB
GRIMB005262,99,D,R-01 ZACUALPAN,1,12,1,IMB
GRIMB005274,99,A,R-01 SEPUDO EL,1,12,1,IMB
GRIMB005286,99,F,R-01 IXCAPUZALCO,1,12,1,IMB
GRIMB005291,99,A,R-01 IXTLÁHUACATENGO,1,12,1,IMB
GRIMB005303,99,A,R-01 SAN PABLO,1,12,1,IMB
GRIMB005315,99,A,R-01 TLANILPA,1,12,1,IMB
GRIMB005320,99,N,HOSPITAL BÁSICO COMUNITARIO PETATLAN,1,12,2,IMB
GRIMB005332,99,A,R-01 ARROYO SECO,1,12,1,IMB
GRIMB005356,99,A,R-01 COYUQUILLA NORTE,1,12,1,IMB
GRIMB005361,99,A,R-01 MAMEYAL EL,1,12,1,IMB
GRIMB005373,99,A,R-01 MESAS LAS,1,12,1,IMB
GRIMB005385,99,A,R-01 MURGA,1,12,1,IMB
GRIMB005390,99,A,R-01 PALOS BLANCOS,1,12,1,IMB
GRIMB005402,99,A,R-01 PAROTAL,1,12,1,IMB
GRIMB005414,99,D,R-01 SAN JERONIMITO,1,12,1,IMB
GRIMB005426,99,A,EL MAMEYCITO,1,12,1,IMB
GRIMB005443,99,E,R-01 PILCAYA,1,12,1,IMB
GRIMB005455,99,A,R-01 AMATITLAN,1,12,1,IMB
GRIMB005460,99,A,R-01 CACAHUAMILPA,1,12,1,IMB
GRIMB005472,99,A,R-01 PLATANAR EL,1,12,1,IMB
GRIMB005484,99,F,R-03 CIUDAD ALTAMIRANO,1,12,1,IMB
GRIMB005496,99,A,R-01 BOLSA LA,1,12,1,IMB
GRIMB005501,99,A,R-01 CHACAMERO GRANDE,1,12,1,IMB
GRIMB005513,99,A,R-01 PLACERITOS,1,12,1,IMB
GRIMB005525,99,A,R-01 LAS QUERENDAS,1,12,1,IMB
GRIMB005530,99,A,R-01 SANTA BÁRBARA,1,12,1,IMB
GRIMB005542,99,A,R-01 SINAHUA,1,12,1,IMB
GRIMB005554,99,D,R-01 TANGANHUATO,1,12,1,IMB
GRIMB005566,99,N,HOSPITAL BÁSICO COMUNITARIO QUECHULTENANGO,1,12,2,IMB
GRIMB005571,99,A,R-01 AZTATEPEC,1,12,1,IMB
GRIMB005583,99,F,R-02 COLOTLIPA,1,12,1,IMB
GRIMB005595,99,A,R-01 JOCUTLA,1,12,1,IMB
GRIMB005600,99,A,R-01 NANZINTLA,1,12,1,IMB
GRIMB005612,99,A,R-01 PUEBLO VIEJO,1,12,1,IMB
